record_date,monthly_expenses_usd,monthly_income_usd,savings_usd,monthly_emi_usd,debt_to_income_ratio,credit_score
2024-05-04,253.09,681.57,12725.99,12008.54,17.62,339
2025-06-19,3459.26,4157.6,214485.48,1552.87,0.37,382
2024-10-29,1014.58,3013.97,19534.22,9649.01,3.2,640
2023-05-11,580.87,705.18,6119.41,0.0,0.0,563
2021-11-08,1833.35,4796.63,423234.61,10972.86,2.29,800
2021-12-23,906.14,2451.01,128860.02,0.0,0.0,759
2024-09-21,1510.08,4380.75,271550.54,620.55,0.14,572
2024-02-29,728.77,1792.5,187008.05,0.0,0.0,535
2022-07-23,4322.06,7960.35,175614.91,1462.41,0.18,849
2024-03-18,1677.09,2548.55,73861.73,0.0,0.0,607
2024-09-21,1697.84,4393.59,295493.72,0.0,0.0,445
2023-01-21,4440.91,4952.33,185029.6,0.0,0.0,525
2022-05-15,2237.21,4731.61,483607.75,0.0,0.0,535
2023-01-26,2531.86,4026.44,166274.33,2706.14,0.67,594
2024-12-02,1842.07,2946.61,315593.29,3390.74,1.15,335
2022-12-21,1159.05,1599.23,132901.89,12020.72,7.52,367
2024-11-06,3745.09,4293.03,146600.37,0.0,0.0,670
2022-06-24,3112.24,5216.47,201864.57,1904.94,0.37,833
2023-12-04,3480.85,6377.66,394274.53,0.0,0.0,561
2023-07-12,2039.52,6390.11,111982.81,10644.38,1.67,412
2024-07-04,2552.57,3979.58,84382.76,0.0,0.0,320
2023-04-11,247.58,500.0,26913.15,0.0,0.0,655
2022-04-21,1301.66,2038.6,178597.75,0.0,0.0,629
2022-01-31,3180.24,4610.08,26134.8,0.0,0.0,563
2024-04-01,2913.65,3332.99,268894.26,0.0,0.0,417
2025-07-07,1645.66,3939.39,416320.5,0.0,0.0,575
2021-10-24,1613.48,2211.65,221780.33,0.0,0.0,329
2023-12-06,2682.85,4775.97,173213.8,17884.21,3.74,685
2024-07-05,3503.49,3980.29,160480.46,0.0,0.0,415
2024-02-15,2986.85,3797.79,404469.81,0.0,0.0,326
2023-10-27,3423.07,5294.26,261414.02,15084.6,2.85,584
2024-10-16,668.45,919.69,10197.8,1769.91,1.92,359
2024-05-21,1386.34,2328.31,241988.62,1778.73,0.76,600
2022-10-12,3779.53,6569.95,191448.26,6280.62,0.96,750
2024-11-10,1051.06,1462.62,121446.35,903.89,0.62,794
2021-11-16,3232.8,3714.16,86445.4,5311.46,1.43,312
2023-11-04,4844.82,5968.39,133908.44,0.0,0.0,830
2022-11-03,723.88,1216.91,6912.98,0.0,0.0,637
2022-02-16,2193.95,3939.49,320847.92,33959.05,8.62,830
2024-09-26,2263.94,2658.25,252325.59,0.0,0.0,785
2025-07-02,1219.21,3190.69,235765.24,0.0,0.0,482
2022-04-20,1433.07,3132.18,173494.83,931.27,0.3,699
2023-05-08,1211.55,3583.97,76602.09,0.0,0.0,739
2023-01-26,1710.53,3907.58,112509.77,0.0,0.0,663
2023-11-21,1659.45,3469.09,214228.32,0.0,0.0,825
2025-01-18,4653.67,7499.27,26421.25,0.0,0.0,688
2021-12-17,2490.77,3794.35,38006.09,1082.9,0.29,531
2022-12-12,944.9,3118.0,45070.38,3081.37,0.99,733
2023-07-23,2152.11,2706.15,170003.9,0.0,0.0,467
2022-02-05,3906.14,6438.92,557427.28,1060.04,0.16,678
2023-11-17,911.9,2764.78,5897.11,110.19,0.04,850
2022-10-21,4178.56,6413.87,713855.13,0.0,0.0,692
2024-12-12,621.59,1611.07,118962.5,0.0,0.0,770
2024-10-08,4103.58,6785.57,760178.91,0.0,0.0,692
2025-03-04,2034.65,5308.2,67130.45,0.0,0.0,401
2021-09-26,1927.03,2500.2,32969.38,0.0,0.0,801
2022-01-19,3136.11,5968.34,572355.96,0.0,0.0,301
2022-09-04,826.96,2245.28,129335.44,0.0,0.0,642
2025-04-07,2207.33,4341.75,502697.41,3458.82,0.8,703
2022-05-10,2735.21,4650.07,387331.83,2838.02,0.61,388
2024-04-12,1360.89,2941.05,258378.31,3961.81,1.35,527
2024-01-23,936.85,1460.61,49748.79,4838.31,3.31,713
2022-04-30,421.48,500.0,4975.51,0.0,0.0,659
2024-07-16,389.25,909.88,6421.84,0.0,0.0,396
2022-01-03,444.88,500.0,17075.11,0.0,0.0,845
2025-01-22,3777.45,6107.14,164735.22,0.0,0.0,425
2021-10-11,4426.74,5405.78,595204.7,0.0,0.0,384
2022-05-22,3696.47,5490.25,136001.61,0.0,0.0,451
2022-09-08,1892.88,4477.19,268439.0,0.0,0.0,501
2023-04-28,3830.8,6340.99,331791.64,25755.24,4.06,798
2022-12-16,2363.9,6680.06,185076.68,0.0,0.0,611
2023-04-07,1854.39,4734.92,165762.53,3037.75,0.64,751
2021-12-07,1886.4,5176.22,25787.67,4001.6,0.77,595
2024-08-19,2357.18,3205.31,61994.53,0.0,0.0,365
2023-08-15,3553.49,4792.96,57228.28,0.0,0.0,628
2021-09-18,1456.75,2303.65,55978.84,0.0,0.0,339
2022-06-26,1243.76,2746.37,302601.8,0.0,0.0,372
2023-09-23,267.19,500.0,15793.29,0.0,0.0,707
2022-10-09,2980.97,4453.04,98806.15,0.0,0.0,636
2024-02-28,3706.47,5154.43,500388.72,0.0,0.0,765
2022-02-19,3614.05,4818.93,178043.25,0.0,0.0,585
2023-10-28,2468.7,3239.15,269382.17,2519.83,0.78,426
2022-08-11,1567.68,3204.66,336097.42,0.0,0.0,518
2024-04-24,4298.25,4844.08,396655.4,0.0,0.0,637
2023-10-17,2539.83,3342.33,353045.64,0.0,0.0,648
2024-12-09,6688.92,8020.7,900908.12,7740.39,0.97,304
2025-05-25,4118.35,4612.62,478534.43,0.0,0.0,767
2021-10-14,3927.36,4992.38,49645.41,0.0,0.0,379
2025-07-06,305.05,686.14,17896.81,0.0,0.0,700
2022-06-23,5917.89,7193.91,155710.12,0.0,0.0,430
2022-12-26,195.76,500.0,21202.44,0.0,0.0,318
2025-05-19,2155.23,6747.12,638797.43,0.0,0.0,302
2022-04-12,4470.16,5211.04,293231.27,0.0,0.0,661
2025-05-22,1165.26,2819.14,248219.39,20804.58,7.38,520
2022-12-31,2507.85,3110.48,143409.27,0.0,0.0,746
2022-09-01,2737.18,4105.97,16400.55,0.0,0.0,750
2024-05-18,3254.02,3781.95,300238.32,0.0,0.0,795
2022-12-29,1105.97,2297.6,194391.99,0.0,0.0,627
2025-07-03,375.44,500.0,59735.63,0.0,0.0,840
2022-12-26,1589.52,2889.66,89820.69,4473.24,1.55,714
2023-12-12,342.31,751.75,56602.22,19126.31,25.44,619
2022-08-30,1666.44,4143.36,161386.13,0.0,0.0,435
2024-12-17,5133.9,6637.41,358077.0,7822.47,1.18,652
2024-08-06,3114.23,4155.29,328904.57,0.0,0.0,778
2022-04-10,3598.23,4854.51,144655.16,0.0,0.0,645
2025-06-20,1134.81,3215.04,144252.2,0.0,0.0,697
2022-05-28,3678.65,5393.0,436924.37,0.0,0.0,487
2024-08-25,974.8,1951.56,90937.21,17202.73,8.81,792
2021-09-12,1080.45,2581.16,248802.15,0.0,0.0,466
2021-09-16,270.58,500.0,46729.77,0.0,0.0,634
2024-07-18,1212.8,1534.45,106108.04,0.0,0.0,685
2025-03-29,2222.71,5125.13,59798.64,0.0,0.0,352
2023-03-18,2241.14,2803.67,139028.4,1447.35,0.52,407
2024-02-08,352.86,500.0,11782.33,0.0,0.0,418
2022-08-16,3338.25,4369.25,88747.38,0.0,0.0,799
2024-07-26,4617.1,6106.65,411523.58,21797.2,3.57,361
2024-03-14,1235.06,1571.95,47066.6,9740.76,6.2,585
2024-03-10,2625.73,2992.52,182313.4,0.0,0.0,664
2025-04-07,1644.39,5183.79,364063.63,5560.49,1.07,397
2024-06-29,3965.61,4883.23,126044.95,0.0,0.0,646
2025-02-10,3188.89,5915.46,677522.73,10191.16,1.72,589
2022-11-20,435.08,968.58,82616.87,0.0,0.0,331
2023-11-29,2309.6,5536.08,13171.51,4624.6,0.84,378
2022-01-21,2062.97,5274.71,238577.94,9288.4,1.76,485
2024-02-24,511.36,1683.85,154883.12,0.0,0.0,577
2023-06-30,1490.86,3234.19,193334.99,0.0,0.0,709
2024-07-15,2552.28,5856.65,125259.76,0.0,0.0,717
2023-12-10,1877.51,2138.54,178447.57,0.0,0.0,794
2023-08-13,3303.05,7031.81,105820.38,0.0,0.0,518
2022-11-13,4497.22,5325.1,487478.62,4406.49,0.83,759
2024-09-21,1312.5,2378.91,270097.99,3580.15,1.5,387
2021-09-12,3933.73,5421.01,468680.32,2611.09,0.48,732
2022-07-20,2312.04,3012.91,174729.7,0.0,0.0,517
2023-10-03,1296.65,2104.93,182631.71,0.0,0.0,661
2023-11-29,2624.29,3725.13,356428.62,0.0,0.0,446
2025-05-07,1285.5,2897.39,322700.4,0.0,0.0,354
2022-07-25,2711.52,3048.17,158373.66,32782.16,10.75,483
2022-08-31,1500.09,4982.81,97907.75,0.0,0.0,648
2023-12-13,2270.52,5275.83,197390.74,702.23,0.13,822
2021-09-28,4311.42,6315.04,608122.01,23173.63,3.67,329
2023-01-22,6606.64,7451.94,362935.41,3343.07,0.45,646
2022-05-18,3222.98,3793.72,448848.88,0.0,0.0,633
2022-02-22,2412.76,4473.05,7178.21,0.0,0.0,755
2022-10-05,1224.89,1664.01,94347.72,0.0,0.0,503
2021-10-11,1834.73,3323.09,317753.48,0.0,0.0,403
2022-10-05,4589.5,5687.42,194319.97,3512.17,0.62,820
2022-05-05,2118.27,3139.05,18074.12,0.0,0.0,838
2021-11-27,1261.66,2060.15,73184.24,1588.3,0.77,501
2022-09-27,151.98,500.0,47868.73,2958.94,5.92,810
2025-06-02,2915.27,5745.1,27110.16,22843.76,3.98,486
2022-09-23,738.3,1618.65,4102.36,620.07,0.38,492
2022-04-17,2407.32,4652.17,269559.97,10646.97,2.29,730
2023-10-20,2400.89,2823.8,229585.68,1001.22,0.35,773
2023-06-29,1242.11,2584.24,11549.78,10821.99,4.19,391
2021-08-06,937.08,1484.98,157599.21,0.0,0.0,770
2021-07-30,3210.61,3712.08,428892.6,0.0,0.0,619
2021-08-31,924.63,1945.51,66087.61,0.0,0.0,781
2025-04-06,1517.66,4885.94,256724.71,0.0,0.0,343
2025-03-06,3929.02,6244.16,395707.96,6757.95,1.08,331
2021-09-10,2164.38,2977.39,105892.26,0.0,0.0,838
2024-03-09,1654.53,2880.29,198914.77,0.0,0.0,653
2024-05-27,5397.14,6561.59,735290.35,0.0,0.0,300
2023-04-28,9008.01,10052.22,24972.65,0.0,0.0,779
2024-04-02,1003.94,1167.35,135130.18,1828.69,1.57,481
2022-11-17,3163.45,6568.88,191551.54,0.0,0.0,685
2025-01-23,819.07,1010.62,78487.08,0.0,0.0,796
2024-08-12,980.23,1757.52,120377.77,0.0,0.0,785
2023-02-08,1862.28,4981.38,179956.9,0.0,0.0,744
2025-03-16,1960.28,3065.6,340159.23,1880.24,0.61,442
2023-11-20,1292.11,3898.12,53488.77,0.0,0.0,846
2022-04-09,3040.07,5601.26,58928.99,0.0,0.0,698
2021-09-28,2290.71,3781.17,82770.11,0.0,0.0,779
2024-07-16,2632.1,3575.89,260120.34,0.0,0.0,361
2025-04-07,2123.55,3423.99,111421.46,0.0,0.0,766
2024-05-14,4982.71,6389.72,417930.11,0.0,0.0,849
2024-02-19,6375.22,7335.97,269968.14,0.0,0.0,489
2024-10-11,2833.26,5073.19,249282.47,0.0,0.0,809
2023-03-26,1450.67,3220.75,130325.15,11599.51,3.6,837
2025-01-17,2293.36,4992.09,104114.57,7311.93,1.46,373
2024-03-17,1474.44,4578.78,8793.72,16065.25,3.51,362
2023-01-15,2870.75,6737.74,113026.29,4830.67,0.72,732
2022-06-09,2612.09,5544.47,440532.08,0.0,0.0,752
2022-03-01,2258.32,4823.0,287538.48,12634.34,2.62,417
2024-12-10,6374.95,7130.36,464134.93,0.0,0.0,308
2024-06-10,2540.37,4816.86,276692.38,4406.27,0.91,558
2022-02-12,3073.47,5677.98,114902.97,0.0,0.0,622
2023-06-12,2363.58,3902.52,18810.86,0.0,0.0,791
2023-07-21,1303.39,2821.04,96681.87,0.0,0.0,721
2024-10-29,913.25,1414.18,128783.18,16001.8,11.32,730
2023-04-04,4744.29,5472.91,161266.28,0.0,0.0,313
2023-05-18,769.21,2324.5,225337.73,0.0,0.0,840
2025-05-23,437.31,500.0,41637.67,0.0,0.0,590
2022-12-12,373.78,500.0,41330.23,129.39,0.26,536
2021-11-04,1261.44,3881.23,144743.05,0.0,0.0,602
2023-08-21,616.34,1366.06,137928.94,0.0,0.0,821
2024-09-22,688.55,1462.63,140856.59,0.0,0.0,426
2023-01-07,3317.3,7537.55,10040.22,0.0,0.0,832
2022-06-16,5226.93,9172.42,829630.59,0.0,0.0,386
2022-04-07,2580.03,4360.82,156201.29,1099.68,0.25,569
2023-09-27,1219.46,3243.63,217863.24,2964.31,0.91,546
2023-04-08,2122.87,2600.43,283824.81,0.0,0.0,698
2023-03-09,1857.61,3058.61,15412.91,4040.52,1.32,368
2024-07-15,3544.59,7722.31,238363.61,0.0,0.0,806
2023-03-28,439.75,927.3,35662.68,6513.83,7.02,847
2022-05-23,1749.8,3686.14,434377.01,2898.69,0.79,649
2025-02-13,1263.2,2913.72,70750.48,0.0,0.0,803
2024-05-22,5695.0,6937.3,626612.72,0.0,0.0,468
2022-11-09,1655.21,2084.28,35744.25,3032.72,1.46,802
2023-09-26,1834.88,2119.7,86851.34,0.0,0.0,694
2022-01-16,3816.79,5528.3,242234.52,2070.48,0.37,684
2024-02-07,5015.92,6024.64,377353.9,0.0,0.0,487
2025-02-22,3243.35,7146.9,134959.6,0.0,0.0,534
2024-03-28,1846.96,2586.63,76503.47,0.0,0.0,411
2024-11-01,3800.9,4547.93,524691.9,0.0,0.0,788
2022-04-03,4165.52,5225.3,131304.42,0.0,0.0,616
2024-12-25,3303.35,3931.8,17308.34,34926.86,8.88,640
2022-01-01,1338.34,2729.34,196528.35,0.0,0.0,711
2021-10-23,3897.38,4545.04,112458.54,0.0,0.0,431
2023-11-03,3395.96,4709.26,347658.88,0.0,0.0,335
2021-09-06,3474.13,7923.77,311206.55,468.59,0.06,560
2024-08-14,1852.09,5042.17,133568.42,0.0,0.0,809
2024-02-20,3174.06,4296.12,318979.41,0.0,0.0,671
2021-11-23,874.82,2021.06,60203.47,0.0,0.0,788
2025-01-14,387.15,841.08,38848.37,0.0,0.0,731
2021-11-14,2930.62,5813.78,316090.07,0.0,0.0,565
2022-11-18,3417.11,4465.97,523465.17,4434.96,0.99,723
2023-03-26,1416.69,3208.57,229516.81,0.0,0.0,334
2025-01-28,941.83,1721.42,201177.88,0.0,0.0,794
2024-09-25,1051.31,3465.67,174053.0,0.0,0.0,795
2022-05-24,2018.25,4738.46,551909.14,9991.67,2.11,659
2022-09-20,1962.84,2874.8,208327.13,68.81,0.02,311
2022-03-02,1885.39,5098.44,605908.51,0.0,0.0,793
2023-11-18,915.16,2911.49,226874.25,0.0,0.0,376
2025-05-06,2721.91,3628.56,300116.25,2570.27,0.71,304
2024-06-10,1349.67,2248.73,155152.98,0.0,0.0,427
2024-06-01,1744.84,2549.97,292836.33,881.28,0.35,445
2022-01-28,906.32,2068.97,10746.58,0.0,0.0,356
2024-03-11,3138.8,5747.76,662914.83,8797.23,1.53,517
2024-01-31,3126.27,4123.13,193150.86,4986.15,1.21,779
2022-05-08,3295.31,4244.45,181587.36,0.0,0.0,683
2022-04-21,2100.56,2566.18,7766.99,10912.77,4.25,810
2025-02-25,267.73,702.79,9376.58,0.0,0.0,312
2022-12-27,1240.8,1877.28,177176.45,0.0,0.0,835
2022-02-14,786.44,1658.86,87907.14,5829.78,3.51,469
2025-02-01,3711.96,4175.11,65008.39,12354.21,2.96,738
2022-06-16,1423.84,2318.35,76775.85,0.0,0.0,568
2022-01-16,3204.74,4572.89,331775.65,6968.4,1.52,630
2025-07-01,2040.74,2331.24,230261.27,0.0,0.0,820
2024-07-10,172.47,500.0,8803.62,0.0,0.0,401
2024-07-07,2788.37,3167.06,247510.02,0.0,0.0,772
2021-10-02,7292.92,8536.61,906672.4,1777.46,0.21,421
2021-12-12,357.15,500.0,48259.37,0.0,0.0,660
2022-05-29,3118.83,3473.31,32776.55,0.0,0.0,647
2021-12-10,2969.3,4542.98,306434.79,0.0,0.0,770
2025-03-30,3492.79,6573.99,710744.26,0.0,0.0,639
2024-03-07,2359.72,2636.54,277036.86,40975.32,15.54,558
2023-12-08,4833.72,5894.62,488862.3,0.0,0.0,783
2025-05-09,2499.1,3252.16,292901.92,35132.17,10.8,493
2021-07-26,1991.27,3377.34,322929.89,0.0,0.0,551
2025-03-30,1594.49,4159.44,232145.8,5084.85,1.22,569
2025-05-16,4524.02,5970.61,160678.69,0.0,0.0,313
2022-03-03,2960.23,5214.34,137509.58,1667.95,0.32,479
2025-01-07,7476.88,9329.59,290550.74,0.0,0.0,770
2024-03-26,6514.17,7962.1,315959.72,41019.12,5.15,640
2024-03-01,3544.71,4083.37,432800.49,32076.36,7.86,776
2023-04-28,1819.65,3725.82,350048.97,0.0,0.0,332
2022-09-17,4257.43,4847.7,172242.14,289.73,0.06,502
2024-10-01,6190.44,7139.34,687367.62,0.0,0.0,500
2021-10-15,1882.97,4513.88,87683.34,18245.29,4.04,723
2023-05-22,3678.93,7571.4,431278.46,3442.21,0.45,415
2025-01-01,4146.05,6213.39,658978.08,0.0,0.0,647
2022-04-01,229.99,500.0,56803.4,0.0,0.0,312
2025-07-10,1809.04,3372.53,238681.07,0.0,0.0,844
2023-04-05,3298.91,4843.38,72249.22,0.0,0.0,402
2025-01-24,2155.07,3784.19,24134.83,0.0,0.0,693
2023-03-31,5204.44,6261.18,623357.01,0.0,0.0,325
2024-02-23,1225.58,2877.93,20340.31,0.0,0.0,413
2021-07-29,3016.48,5740.62,278081.7,0.0,0.0,463
2025-02-04,2553.53,5032.79,300567.43,0.0,0.0,441
2023-07-28,233.7,500.0,31679.3,0.0,0.0,580
2023-04-08,189.42,500.0,29592.67,0.0,0.0,549
2022-01-24,1537.16,4017.92,46104.64,0.0,0.0,833
2024-06-06,2369.53,2831.49,107002.46,0.0,0.0,838
2024-10-07,4115.78,4833.66,314947.76,0.0,0.0,724
2023-02-25,905.3,1086.17,39823.15,0.0,0.0,713
2022-06-17,3040.11,3512.37,105064.7,5362.82,1.53,385
2021-08-09,2566.94,2889.81,39678.48,29808.69,10.32,379
2023-10-22,1933.08,2176.73,128715.81,2569.15,1.18,725
2022-03-23,4572.85,5582.79,139738.5,38886.95,6.97,718
2023-01-24,1118.88,2349.25,145413.89,0.0,0.0,786
2022-08-14,1572.55,2679.41,117404.22,0.0,0.0,787
2024-03-11,3424.07,4147.3,320870.8,0.0,0.0,365
2023-05-24,4200.56,6113.72,638283.06,57.02,0.01,531
2022-10-12,1178.62,2940.5,5949.2,0.0,0.0,668
2021-10-04,2450.16,4628.74,190550.93,2039.55,0.44,705
2024-10-20,780.32,1178.06,86560.66,0.0,0.0,466
2025-02-22,975.24,1614.15,148790.97,0.0,0.0,487
2024-03-11,1469.68,2396.99,117059.43,1218.29,0.51,547
2022-01-19,1387.64,4142.8,417318.21,33431.08,8.07,416
2023-11-29,1797.78,4558.2,484882.1,5090.45,1.12,595
2022-04-11,947.76,2353.41,17130.85,0.0,0.0,715
2023-07-01,1707.95,2336.9,207148.72,0.0,0.0,314
2022-12-11,4095.92,6010.96,89819.11,226.81,0.04,361
2024-10-05,1510.43,2955.28,341104.07,14332.48,4.85,641
2023-03-21,2195.29,3173.49,108520.83,0.0,0.0,572
2024-09-24,6936.68,10417.87,500774.12,4599.91,0.44,421
2021-12-22,1943.71,2276.41,29222.3,3067.42,1.35,453
2023-11-21,1520.8,2107.97,71789.86,3354.06,1.59,592
2022-06-01,881.28,2766.14,94991.4,0.0,0.0,665
2024-09-29,4184.35,6186.48,565517.37,11870.57,1.92,384
2025-03-09,1623.22,4669.66,271967.75,5330.58,1.14,835
2022-11-11,1955.13,4581.26,29818.83,0.0,0.0,608
2022-01-04,1312.47,3718.52,197665.34,19799.4,5.32,809
2023-11-07,2369.47,6420.4,378640.6,0.0,0.0,508
2024-07-22,2782.27,5022.92,351727.12,0.0,0.0,423
2021-11-02,4244.57,8086.61,632875.47,991.1,0.12,501
2023-07-10,3069.59,3434.69,221666.35,1632.69,0.48,542
2023-06-06,1636.69,3369.73,218602.71,0.0,0.0,796
2023-02-28,3637.81,5205.46,422824.41,8582.49,1.65,718
2023-07-05,4506.93,7408.64,208491.23,0.0,0.0,756
2022-12-15,1319.77,2516.47,57171.37,10445.34,4.15,426
2022-10-10,3753.43,5470.06,11665.73,4486.95,0.82,468
2025-01-19,3992.18,6360.59,122666.41,0.0,0.0,793
2024-04-28,3158.75,3911.86,14230.86,0.0,0.0,809
2022-12-12,3715.07,4283.49,37333.44,12683.7,2.96,658
2022-05-13,4955.83,6553.31,584899.34,0.0,0.0,678
2023-12-19,2437.77,3824.74,237777.35,3102.22,0.81,788
2022-03-04,4814.65,5702.75,530421.73,0.0,0.0,615
2023-11-12,1905.55,4846.29,172325.95,0.0,0.0,543
2022-08-11,4794.75,5884.96,449399.06,0.0,0.0,328
2021-12-09,2427.87,6022.47,155285.75,7862.7,1.31,591
2022-12-02,1166.48,3215.66,198599.62,1382.05,0.43,513
2022-07-16,4561.68,5431.02,629114.16,0.0,0.0,623
2024-04-21,3781.09,6141.96,605108.08,0.0,0.0,577
2022-08-09,1684.02,2533.08,188220.3,0.0,0.0,844
2024-02-16,4321.89,5351.84,363295.56,0.0,0.0,473
2025-02-02,2611.25,4135.33,118385.05,0.0,0.0,732
2024-02-15,3632.38,7015.76,133218.55,2517.78,0.36,825
2021-09-10,2373.29,4584.03,95022.74,0.0,0.0,537
2023-12-29,2452.54,3387.65,351735.92,0.0,0.0,826
2024-06-09,4001.41,6787.75,678228.17,0.0,0.0,454
2023-05-03,3812.86,4892.18,474218.29,1096.68,0.22,722
2023-07-07,2956.87,4596.04,401727.63,1870.96,0.41,568
2023-11-23,345.64,534.87,40495.28,5543.2,10.36,732
2021-12-20,3614.23,4711.43,56632.73,0.0,0.0,537
2022-04-13,1121.71,1559.12,94444.99,0.0,0.0,448
2024-03-31,4027.42,5210.65,616591.49,0.0,0.0,434
2021-09-09,4346.17,6399.92,398723.66,15239.31,2.38,364
2022-07-21,246.91,500.0,55958.98,0.0,0.0,402
2022-09-18,1888.2,3728.63,223151.19,0.0,0.0,339
2023-08-29,4238.57,5427.87,357509.96,0.0,0.0,355
2022-03-02,6448.39,7462.67,576700.69,1103.36,0.15,608
2023-02-20,2272.5,2837.83,216453.99,0.0,0.0,517
2023-02-18,1625.37,1814.44,76042.66,2862.99,1.58,722
2022-09-15,2155.39,2777.61,191935.13,0.0,0.0,748
2024-01-22,1065.46,2721.81,79995.66,0.0,0.0,507
2021-11-08,2993.64,5018.89,448732.13,0.0,0.0,552
2022-03-08,967.41,2602.65,7957.45,0.0,0.0,504
2021-08-01,3339.58,4799.89,504857.6,0.0,0.0,527
2021-11-23,1470.52,3600.55,330271.72,12068.68,3.35,617
2023-02-19,2067.61,6066.8,217551.51,7405.78,1.22,332
2021-11-11,2063.22,2427.59,289743.03,3711.22,1.53,558
2025-04-09,2606.93,3881.48,331321.42,7167.54,1.85,302
2025-05-16,1519.97,2653.78,170542.72,4024.62,1.52,513
2024-12-29,1224.57,2042.81,93163.98,5869.43,2.87,400
2022-07-20,3544.51,4641.11,236279.34,8302.03,1.79,597
2025-03-03,1054.46,2601.43,264231.17,0.0,0.0,425
2022-07-23,2998.21,5219.47,344330.94,456.92,0.09,415
2023-10-19,2295.2,4228.26,294352.31,12059.32,2.85,482
2023-09-16,1842.8,2806.42,49960.75,3728.7,1.33,613
2023-03-31,1029.67,1630.55,121237.82,28662.43,17.58,815
2021-07-30,673.75,2041.33,87918.14,0.0,0.0,729
2024-04-12,2317.56,2981.46,326859.25,0.0,0.0,745
2022-11-14,1425.04,2126.54,163002.32,9074.2,4.27,374
2023-06-14,819.65,1706.77,163323.09,0.0,0.0,717
2022-09-03,2324.84,5624.85,666335.76,8318.78,1.48,415
2024-11-25,3898.56,5400.31,213456.48,2451.82,0.45,720
2025-03-21,2094.46,6573.78,278201.92,0.0,0.0,447
2022-02-28,4028.06,6093.52,450308.18,245.83,0.04,622
2022-02-03,4095.32,5668.06,632595.19,0.0,0.0,535
2025-01-28,5772.63,6633.21,295479.03,0.0,0.0,444
2021-08-07,3186.82,5569.7,76756.05,0.0,0.0,510
2025-04-01,3469.36,4795.09,34508.61,0.0,0.0,493
2024-07-10,1623.37,4373.27,118277.09,0.0,0.0,349
2023-10-17,801.57,1948.28,171332.85,0.0,0.0,571
2022-04-30,2096.16,2578.28,141071.02,0.0,0.0,754
2023-05-01,3361.17,4735.98,167910.8,0.0,0.0,807
2024-04-02,2720.0,3673.23,383903.43,0.0,0.0,385
2022-03-11,2819.96,3321.53,292149.24,14565.84,4.39,717
2021-07-31,2379.56,3676.73,24099.59,0.0,0.0,661
2025-04-24,2858.41,4187.59,26785.34,13109.21,3.13,724
2022-08-26,2185.56,5237.82,420487.18,0.0,0.0,622
2024-05-27,2986.24,5210.05,122153.14,0.0,0.0,839
2022-11-16,482.71,1582.22,85399.79,1573.39,0.99,831
2024-07-01,2947.41,3381.35,362748.57,0.0,0.0,664
2025-01-26,2479.47,5039.56,128479.46,2422.02,0.48,314
2022-11-17,2274.13,3295.54,243114.88,0.0,0.0,590
2025-02-19,1076.38,2753.89,17282.93,4958.63,1.8,407
2022-02-26,2138.39,3633.99,72923.98,0.0,0.0,520
2024-09-24,883.16,2719.04,260347.12,0.0,0.0,722
2022-06-10,5466.31,6873.85,743658.53,0.0,0.0,449
2022-08-27,6040.34,8036.72,666076.81,0.0,0.0,527
2024-11-26,2624.88,4389.86,36936.23,837.44,0.19,836
2023-01-23,3241.14,5894.92,483889.88,0.0,0.0,728
2024-08-22,2931.51,4433.29,132825.81,10668.33,2.41,486
2024-03-20,3867.42,5100.51,81068.76,4146.54,0.81,686
2024-04-01,2966.15,5462.1,263840.83,0.0,0.0,544
2025-04-08,4169.44,5294.18,432140.96,0.0,0.0,540
2021-12-22,956.74,2400.53,139277.22,0.0,0.0,390
2024-05-30,3391.02,5369.27,598366.98,0.0,0.0,360
2021-09-20,339.48,500.0,42732.53,0.0,0.0,553
2022-02-10,3430.45,5245.94,105229.29,0.0,0.0,609
2023-04-22,2244.63,5335.51,236382.76,0.0,0.0,670
2021-11-02,5748.23,7506.68,878644.04,744.68,0.1,796
2023-04-28,3767.89,6268.63,241862.0,0.0,0.0,754
2024-03-30,643.83,1186.3,34564.99,5801.96,4.89,383
2022-12-21,542.22,914.24,60514.99,0.0,0.0,549
2025-05-16,2426.59,4646.9,216662.99,1494.16,0.32,741
2023-11-06,3044.2,3751.05,160078.91,0.0,0.0,721
2024-12-17,1920.95,6083.17,545880.19,3562.43,0.59,575
2022-08-30,3423.3,4601.15,507309.94,111.46,0.02,337
2024-11-22,4630.85,6182.29,66285.76,23969.46,3.88,485
2022-04-13,1180.24,3899.0,220681.27,0.0,0.0,762
2024-09-05,5020.78,5721.76,441364.8,235.41,0.04,360
2023-12-02,2706.07,3995.8,125951.95,0.0,0.0,653
2022-04-21,1738.84,3733.7,417427.66,0.0,0.0,827
2023-09-30,2528.39,6158.52,320724.53,0.0,0.0,803
2023-12-24,277.67,500.0,23671.92,0.0,0.0,529
2023-07-07,3962.36,4529.82,538040.92,4829.26,1.07,621
2024-01-11,3724.45,4475.18,47619.4,0.0,0.0,667
2025-02-11,4217.56,4740.63,472062.36,0.0,0.0,551
2025-04-07,2351.07,3581.17,360242.13,0.0,0.0,734
2025-04-23,1832.68,4674.01,493222.65,0.0,0.0,333
2022-02-19,3168.87,3745.02,388249.88,0.0,0.0,322
